Stop ID Number,Stop Abbreviation,StopName,Shelter,Bench,Route Number,Route Name,Longitude,Latitude,Mapped Location
2757,NHYMANEN,N HYDES FERRY RD & MANCHESTER AVE EB,0,0,22,BORDEAUX,-86.83568,36.193892,"(36.193892, -86.835680)"
677,CLASHASF,CLARKSVILLE PIKE & S HAMILTON RD SB,0,1,22,BORDEAUX,-86.830338,36.193064,"(36.193064, -86.830338)"
678,CLACLISN,CLARKSVILLE PIKE & CLIFF DR SB,0,1,22,BORDEAUX,-86.829181,36.192341,"(36.192341, -86.829181)"
682,CLAEDTSN,CLARKSVILLE PIKE & ED TEMPLE BLVD S,0,0,22,BORDEAUX,-86.821874,36.188076,"(36.188076, -86.821874)"
681,CLAEDSM,CLARKSVILLE PIKE & ED TEMPLE BLVD S,0,1,22,BORDEAUX,-86.820545,36.187276,"(36.187276, -86.820545)"
675,CLA26ASN,CLARKSVILLE PIKE & 26TH AVE SB,0,1,22,BORDEAUX,-86.818911,36.186309,"(36.186309, -86.818911)"
673,CLA25AEN,CLARKSVILLE PIKE & 25TH AVE N EB,1,1,22,BORDEAUX,-86.817557,36.185639,"(36.185639, -86.817557)"
2761,CLA24AEN,CLARKSVILLE PIKE & 24TH AVE N EB,0,0,22,BORDEAUX,-86.815769,36.184729,"(36.184729, -86.815769)"
4165,CLA23AEN,CLARKSVILLE PIKE & 23RD AVE N EB,0,0,22,BORDEAUX,-86.814736,36.18414,"(36.184140, -86.814736)"
2762,23ACLASF,23RD AVE N & CLARKSVILLE PIKE SB,0,0,22,BORDEAUX,-86.814276,36.183703,"(36.183703, -86.814276)"
157,23ASEISN,23RD AVE N & SEIFRIED ST SB,0,0,22,BORDEAUX,-86.814445,36.182177,"(36.182177, -86.814445)"
2764,BUC22AEN,BUCHANAN ST & 22ND AVE N EB,0,0,22,BORDEAUX,-86.813197,36.180105,"(36.180105, -86.813197)"
519,BUCDBTEN,BUCHANAN ST & DR DB TODD JR BLVD EB,0,1,22,BORDEAUX,-86.811099,36.180007,"(36.180007, -86.811099)"
513,BUC14AEN,BUCHANAN ST & 14TH AVE N EB,0,0,22,BORDEAUX,-86.807967,36.180059,"(36.180059, -86.807967)"
511,BUC11AEN,BUCHANAN ST & 11TH AVE N EB,0,0,22,BORDEAUX,-86.804974,36.180257,"(36.180257, -86.804974)"
517,BUC9AEN,BUCHANAN ST & 9TH AVE N EB,0,0,22,BORDEAUX,-86.801955,36.180464,"(36.180464, -86.801955)"
735,DELGARSF,DELTA AVE & GARFIELD ST SB,0,0,22,BORDEAUX,-86.798082,36.179338,"(36.179338, -86.798082)"
4328,DELGARSM,DELTA AVE & GARFIELD ST SB,0,0,22,BORDEAUX,-86.79667,36.178358,"(36.178358, -86.796670)"
733,DELCHESN,DELTA AVE & CHEATHAM PL SB,0,0,22,BORDEAUX,-86.795766,36.177707,"(36.177707, -86.795766)"
2768,DELTAYSN,DELTA AVE & TAYLOR ST SB,0,0,22,BORDEAUX,-86.79428,36.176626,"(36.176626, -86.794280)"
290,8AMONSN,8TH AVE N & MONROE ST SB,0,1,22,BORDEAUX,-86.792952,36.175428,"(36.175428, -86.792952)"
277,8AJEFSN,8TH AVE N & JEFFERSON ST SB,0,1,22,BORDEAUX,-86.791617,36.17343,"(36.173430, -86.791617)"
278,8AJEFSM,8TH AVE N & JEFFERSON ST SB,0,0,22,BORDEAUX,-86.790757,36.172108,"(36.172108, -86.790757)"
276,8ALOCSM,8TH AVE N & LOCKLAYER ST SB,0,1,22,BORDEAUX,-86.789411,36.170063,"(36.170063, -86.789411)"
4112,8AHARSN,8TH AVE N  & HARRISON ST SB,0,0,22,BORDEAUX,-86.788446,36.168626,"(36.168626, -86.788446)"
587,CHA7AEN,CHARLOTTE AVE & 7TH AVE N EB,0,0,22,BORDEAUX,-86.784418,36.164738,"(36.164738, -86.784418)"
4244,CHA6AEN,CHARLOTTE AVE & 6TH AVE EB,0,0,22,BORDEAUX,-86.783252,36.165233,"(36.165233, -86.783252)"
2544,5AVGAYNN,5TH AVE N & GAY ST NB,0,0,22,BORDEAUX,-86.783106,36.167822,"(36.167822, -86.783106)"
233,JAM6AWN,JAMES ROBERTSON PKWY & 6TH AVE N WB,0,1,22,BORDEAUX,-86.785174,36.168654,"(36.168654, -86.785174)"
1204,JAM8AWN,JAMES ROBERTSON PKWY & 8TH AVE N WB,0,0,22,BORDEAUX,-86.78696,36.167691,"(36.167691, -86.786960)"
2771,8AHARNN,8TH AVE N & HARRISON ST NB,0,0,22,BORDEAUX,-86.788255,36.168536,"(36.168536, -86.788255)"
279,8A9ANM,8TH AVE N & 9TH AVE N NB,0,1,22,BORDEAUX,-86.789091,36.169933,"(36.169933, -86.789091)"
280,8AJEFNF,8TH AVE N & JEFFERSON ST NB,0,1,22,BORDEAUX,-86.791458,36.173643,"(36.173643, -86.791458)"
289,8AMADNM,ROSA PARKS BLVD & MONROE ST NB,0,0,22,BORDEAUX,-86.792238,36.174742,"(36.174742, -86.792238)"
1925,TAYDELEN,TAYLOR ST & DELTA ST EB,0,1,22,BORDEAUX,-86.794142,36.176732,"(36.176732, -86.794142)"
734,DELCHENF,DELTA AVE & CHEATHAM PL NB,0,0,22,BORDEAUX,-86.796962,36.178733,"(36.178733, -86.796962)"
729,BUC10AWM,BUCHANAN ST & 10TH AVE N WB,0,0,22,BORDEAUX,-86.802572,36.180536,"(36.180536, -86.802572)"
510,BUC11AWN,BUCHANAN ST & 11TH AVE N WB,0,0,22,BORDEAUX,-86.804368,36.18041,"(36.180410, -86.804368)"
518,BUCCEPWN,BUCHANAN ST & CEPHAS ST WB,0,0,22,BORDEAUX,-86.805546,36.180312,"(36.180312, -86.805546)"
514,BUC15AWN,BUCHANAN ST & 15TH AVE N WB,0,0,22,BORDEAUX,-86.808642,36.180106,"(36.180106, -86.808642)"
2775,BUCDBTWN,BUCHANAN ST & DR D B TODD JR BLVD WB,0,0,22,BORDEAUX,-86.810953,36.180096,"(36.180096, -86.810953)"
516,BUC23AWN,BUCHANAN ST & 23RD AVE N WB,0,0,22,BORDEAUX,-86.814398,36.180247,"(36.180247, -86.814398)"
156,23ASEINF,23RD AVE N & SEIFRIED ST NB,0,0,22,BORDEAUX,-86.814331,36.182274,"(36.182274, -86.814331)"
154,23ACLANN,23RD AVE N & CLARKSVILLE PIKE NB,0,0,22,BORDEAUX,-86.81422,36.18348,"(36.183480, -86.814220)"
672,CLA24ANN,CLARKSVILLE PIKE & 24TH AVE N NB,0,0,22,BORDEAUX,-86.815544,36.184747,"(36.184747, -86.815544)"
2776,CLA25AWN,CLARKSVILLE PIKE & 25TH AVE N WB,0,0,22,BORDEAUX,-86.817082,36.185506,"(36.185506, -86.817082)"
674,CLA26ANN,CLARKSVILLE PIKE & 26TH AVE NB,0,1,22,BORDEAUX,-86.818653,36.186352,"(36.186352, -86.818653)"
680,CLAMETSN,CLARKSVILLE PIKE & METROCENTER BLVD,0,1,22,BORDEAUX,-86.821122,36.187826,"(36.187826, -86.821122)"
679,CLACLINN,CLARKSVILLE PIKE & CLIFF DR NB,0,1,22,BORDEAUX,-86.82853,36.192056,"(36.192056, -86.828530)"
2223,ZCLSFCLK,_ CLIFF DR PAST CLARKSVILLE HWY,0,0,22,BORDEAUX,-86.828228,36.19311,"(36.193110, -86.828228)"
690,CLICLANM,CLIFF DR & CLARKSVILLE PIKE NB,0,0,22,BORDEAUX,-86.827488,36.194012,"(36.194012, -86.827488)"
689,CLIBUENM,CLIFF DR & SMITH TOWERS NB,1,0,22,BORDEAUX,-86.826163,36.195962,"(36.195962, -86.826163)"
2815,CLIBUENN,CLIFF DR & BUENA VISTA PIKE NB,0,0,22,BORDEAUX,-86.82804,36.197056,"(36.197056, -86.828040)"
528,BUEKIRNF,BUENA VISTA PK & KIRK AVE NB,0,1,22,BORDEAUX,-86.82531,36.199854,"(36.199854, -86.825310)"
2818,BUEYOUNF,BUENA VISTA PK & YOUNGS LN NB,0,0,22,BORDEAUX,-86.820939,36.203604,"(36.203604, -86.820939)"
2819,BUETAINF,BUENA VISTA PK & TAIGANS CT NB,0,0,22,BORDEAUX,-86.819796,36.207693,"(36.207693, -86.819796)"
1919,STOTUCWN,STOKERS LN & TUCKER RD WB,0,0,22,BORDEAUX,-86.823625,36.210228,"(36.210228, -86.823625)"
2822,TUCWHANN,TUCKER RD & W HAMILTON RD NB,0,0,22,BORDEAUX,-86.825479,36.213219,"(36.213219, -86.825479)"
4315,WHATUCWM,W HAMILTON RD & TUCKER RD WB,0,0,22,BORDEAUX,-86.827959,36.212173,"(36.212173, -86.827959)"
4321,HAYEVENN,HAYNES PARK DR & EVE CR NB,0,0,22,BORDEAUX,-86.834539,36.209244,"(36.209244, -86.834539)"
4329,HAYEFANN,HAYNES PARK DR & FAIRVIEW DR NB,0,0,22,BORDEAUX,-86.833805,36.211611,"(36.211611, -86.833805)"
4319,HAYCHANN,HAYNES PARK DR & CHARLES CT NB,0,0,22,BORDEAUX,-86.833893,36.213417,"(36.213417, -86.833893)"
4318,HAYDYENN,HAYNES PARK DR & DYER CT NB,0,0,22,BORDEAUX,-86.833977,36.215769,"(36.215769, -86.833977)"
2779,HAMHYDWN,S HAMILTON RD & N HYDES FERRY RD WB,0,0,22,BORDEAUX,-86.832144,36.192831,"(36.192831, -86.832144)"
2782,NHYASHWN,N HYDES FERRY RD & ASHTON AVE WB,0,0,22,BORDEAUX,-86.836645,36.194374,"(36.194374, -86.836645)"
4176,CRES,CRESWELL MAGNET SCHOOL,0,0,22,BORDEAUX,-86.837431,36.194606,"(36.194606, -86.837431)"
2783,NHYELIWN,N HYDES FERRY RD & ELIZABETH RD WB,0,0,22,BORDEAUX,-86.838149,36.195115,"(36.195115, -86.838149)"
2784,ELIHYDSN,ELIZABETH RD & HYDES FERRY RD SB,0,0,22,BORDEAUX,-86.840202,36.193328,"(36.193328, -86.840202)"
1195,HYDMANSF,HYDES FERRY RD & MANCHESTER AVE SB,0,0,22,BORDEAUX,-86.838735,36.190951,"(36.190951, -86.838735)"
705,COUDOAWN,COUNTY HOSPITAL RD & DOAK AVE WB,0,0,22,BORDEAUX,-86.83582,36.19142,"(36.191420, -86.835820)"
706,COUHYDWF,COUNTY HOSPITAL RD & HYES FERRY RD WB,0,0,22,BORDEAUX,-86.838941,36.188382,"(36.188382, -86.838941)"
707,COUHYDWM,COUNTY HOSPITAL RD & HYES FERRY RD,0,0,22,BORDEAUX,-86.839847,36.187591,"(36.187591, -86.839847)"
708,COUPANWN,COUNTY HOSPITAL RD & PANORAMA DR WB,0,0,22,BORDEAUX,-86.843029,36.18444,"(36.184440, -86.843029)"
2788,HINLAGEN,HINKLE DR & LAGRANGE DR EB,0,0,22,BORDEAUX,-86.84061,36.183577,"(36.183577, -86.840610)"
1162,HINMEXEN,HINKLE DR & MEXICO DR EB,0,0,22,BORDEAUX,-86.837221,36.183043,"(36.183043, -86.837221)"
4294,HPKL,HAYNES PARK DR & KINGS LN NB,0,0,22,BORDEAUX,-86.834137,36.218706,"(36.218706, -86.834137)"
4330,KINCLAW,KINGS LN & CLARKSVILLE PK WB,0,0,22,BORDEAUX,-86.83646,36.218661,"(36.218661, -86.836460)"
4331,CRECRESN,CREEKWOOD & CREEKLAND CT SB,0,0,22,BORDEAUX,-86.846225,36.216897,"(36.216897, -86.846225)"
4333,CRECRWSN,CREEKWOOD & CREEKWAY CT SB,0,0,22,BORDEAUX,-86.845942,36.21387,"(36.213870, -86.845942)"
4335,TIMFAISN,TIMOTHY DR & FAIRVIEW DR SB,0,0,22,BORDEAUX,-86.844784,36.212166,"(36.212166, -86.844784)"
2793,LAGSNEWN,LAGRANGE DR & SNELL BLVD WB,0,0,22,BORDEAUX,-86.83861,36.180123,"(36.180123, -86.838610)"
2794,SNEPANWF,SNELL BLVD & PANORAMA DR WB,0,0,22,BORDEAUX,-86.839586,36.179729,"(36.179729, -86.839586)"
2797,SNEDOLNN,SNELL BLVD & DOLAN RD NB,0,0,22,BORDEAUX,-86.844266,36.182075,"(36.182075, -86.844266)"
2226,BORHOSP,METRO BORDEAUX HOSPITAL,1,0,22,BORDEAUX,-86.845441,36.17836,"(36.178360, -86.845441)"
2135,MEIGS,MEIGS MAGNET SCHOOL,0,0,23,DICKERSON ROAD,-86.760399,36.176017,"(36.176017, -86.760399)"
107,1SWOONM,S 1ST ST & WOODLAND ST NB,0,1,23,DICKERSON ROAD,-86.772415,36.169643,"(36.169643, -86.772415)"
104,1SJAMNM,N 1ST ST & JAMES ROBERTSON PKWY NB,0,0,23,DICKERSON ROAD,-86.773761,36.172643,"(36.172643, -86.773761)"
782,1SOLDNN,N 1ST ST & OLDHAM ST NB,0,0,23,DICKERSON ROAD,-86.773974,36.173965,"(36.173965, -86.773974)"
105,1SOLDNM,N 1ST ST & OLDHAM ST NB,0,0,23,DICKERSON ROAD,-86.774322,36.175608,"(36.175608, -86.774322)"
4104,N1SSPRNN,N 1ST ST & SPRING ST NB,0,0,23,DICKERSON ROAD,-86.774423,36.176751,"(36.176751, -86.774423)"
770,DICHANNN,N DICKERSON PIKE & HANCOCK ST NB,0,0,23,DICKERSON ROAD,-86.773692,36.184233,"(36.184233, -86.773692)"
792,DICCLENN,N DICKERSON PIKE & CLEVELAND ST NB,0,1,23,DICKERSON ROAD,-86.773344,36.187073,"(36.187073, -86.773344)"
4086,DICWHISN,DICKERSON PK & WHITES CREEK PK SB,0,0,23,DICKERSON ROAD,-86.77349,36.189323,"(36.189323, -86.773490)"
797,DICWHINF,DICKERSON PIKE & WHITE CREEK PK NB,0,0,23,DICKERSON ROAD,-86.77303,36.189242,"(36.189242, -86.773030)"
763,DICEVANN,DICKERSON PIKE & EVANSTON AVE NB,0,0,23,DICKERSON ROAD,-86.772929,36.189992,"(36.189992, -86.772929)"
789,DICRICNN,DICKERSON PIKE & RICHARDSON AVE NB,0,0,23,DICKERSON ROAD,-86.772693,36.191582,"(36.191582, -86.772693)"
757,DICDOUNN,DICKERSON PIKE & DOUGLAS AVE NB,0,0,23,DICKERSON ROAD,-86.772378,36.193984,"(36.193984, -86.772378)"
761,DICEASNN,DICKERSON PIKE & EASTMORELAND ST,0,0,23,DICKERSON ROAD,-86.77212,36.195412,"(36.195412, -86.772120)"
776,DICLUCNN,DICKERSON PIKE & LUCILE ST NB,0,0,23,DICKERSON ROAD,-86.771839,36.196394,"(36.196394, -86.771839)"
752,DICFERNN,DICKERSON PIKE & FERN AVE NB,0,0,23,DICKERSON ROAD,-86.770761,36.198448,"(36.198448, -86.770761)"
766,DICGATNF,DICKERSON PIKE & GATEWOOD AVE NB,0,0,23,DICKERSON ROAD,-86.769751,36.200564,"(36.200564, -86.769751)"
749,DICTRINM,DICKERSON PIKE & E TRINITY LN NB,0,0,23,DICKERSON ROAD,-86.768965,36.203912,"(36.203912, -86.768965)"
762,DICTRINN,DICKERSON PIKE & E TRINTY LN NB,0,0,23,DICKERSON ROAD,-86.768605,36.205626,"(36.205626, -86.768605)"
788,DICQUENN,DICKERSON PIKE & QUEEN AVE NB,0,0,23,DICKERSON ROAD,-86.767303,36.208287,"(36.208287, -86.767303)"
756,DICDONNF,DICKERSON PIKE & DONALD ST NB,0,0,23,DICKERSON ROAD,-86.765136,36.211635,"(36.211635, -86.765136)"
745,DICDELNF,DICKERSON PIKE & DELLWAY VILLA DR N,0,0,23,DICKERSON ROAD,-86.764334,36.213799,"(36.213799, -86.764334)"
775,DICLORNN,DICKERSON PIKE & LORRAINE AVE NB,0,0,23,DICKERSON ROAD,-86.76299,36.217849,"(36.217849, -86.762990)"
786,DICPINNN,DICKERSON PIKE & PINE RIDGE DR NB,0,0,23,DICKERSON ROAD,-86.761766,36.221296,"(36.221296, -86.761766)"
793,DICSUNNN,DICKERSON PIKE & SUNSET CR NB,0,0,23,DICKERSON ROAD,-86.760968,36.223608,"(36.223608, -86.760968)"
739,DICBENNF,DICKERSON PIKE & BEN ALLEN RD NB,0,0,23,DICKERSON ROAD,-86.760305,36.225429,"(36.225429, -86.760305)"
747,DICEWINM,DICKERSON PIKE & DICKERSON PK NB,0,0,23,DICKERSON ROAD,-86.759575,36.227724,"(36.227724, -86.759575)"
2229,MAPLEHS,MAPLEWOOD HIGH SCHOOL,0,0,23,DICKERSON ROAD,-86.750906,36.23207,"(36.232070, -86.750906)"
881,EWIDICWF,EWING DR & DICKERSON PIKE WB,0,0,23,DICKERSON ROAD,-86.76051,36.229693,"(36.229693, -86.760510)"
884,EWIHILWN,EWING DR & HILL HURST DR WB,0,0,23,DICKERSON ROAD,-86.770885,36.230269,"(36.230269, -86.770885)"
885,EWIRICWF,EWING DR & RICHMOND HILL DR WB,0,0,23,DICKERSON ROAD,-86.774199,36.230501,"(36.230501, -86.774199)"
883,EWIEWIWN,EWING DR & EWING LN WB,0,0,23,DICKERSON ROAD,-86.7766,36.231059,"(36.231059, -86.776600)"
880,EWIBRIWN,EWING DR & BRICK CHURCH PIKE WB,1,0,23,DICKERSON ROAD,-86.78049,36.231512,"(36.231512, -86.780490)"
2952,BRIRICNN,BRICK CHURCH PIKE & RICHMOND HILL D,0,0,23,DICKERSON ROAD,-86.781118,36.235825,"(36.235825, -86.781118)"
477,BRIMASNN,BRICK CHURCH PIKE & MASONWOOD DR NB,0,0,23,DICKERSON ROAD,-86.780411,36.242673,"(36.242673, -86.780411)"
473,BRICHENN,BRICK CHURCH PIKE & CHESAPEAKE DR N,0,0,23,DICKERSON ROAD,-86.77931,36.24603,"(36.246030, -86.779310)"
1978,VILBRIEM,VILLAGE TRL & BRICK CHURCH PIKE EB,0,1,23,DICKERSON ROAD,-86.777429,36.247281,"(36.247281, -86.777429)"
1979,VILSTAEM,VILLAGE TRL & STANDING STONE DR EB,0,0,23,DICKERSON ROAD,-86.773292,36.247457,"(36.247457, -86.773292)"
470,BRIBRIEM,BRICKMONT DR & BRICKMONT CT EB,0,0,23,DICKERSON ROAD,-86.771281,36.246297,"(36.246297, -86.771281)"
474,BRICHEEM,BRICKMONT CT & CHESAPEAKE DR EB,0,0,23,DICKERSON ROAD,-86.769877,36.246199,"(36.246199, -86.769877)"
475,BRICHEEN,BRICKMONT DR & CHESAPEAKE DR EB,0,0,23,DICKERSON ROAD,-86.769046,36.245437,"(36.245437, -86.769046)"
651,CHEWOOSN,CHESAPEAKE DR & WOOD TRL SB,0,0,23,DICKERSON ROAD,-86.767773,36.244851,"(36.244851, -86.767773)"
647,CHERAISN,CHESAPEAKE DR & RAINWOOD DR SB,0,0,23,DICKERSON ROAD,-86.767624,36.243287,"(36.243287, -86.767624)"
831,DOVCHEWN,DOVERSIDE DR & CHESAPEAKE DR WB,0,0,23,DICKERSON ROAD,-86.76779,36.241297,"(36.241297, -86.767790)"
821,DOVMOOWN,DOVERSIDE DR & MOOREWOOD DR WB,0,0,23,DICKERSON ROAD,-86.772655,36.240374,"(36.240374, -86.772655)"
1477,MOOCRISN,MOOREWOOD DR & CRISLYNNDALE DR SB,0,0,23,DICKERSON ROAD,-86.773387,36.237078,"(36.237078, -86.773387)"
1478,MOOWILSF,MOOREWOOD DR & WILMOTH RD SB,0,0,23,DICKERSON ROAD,-86.775112,36.235583,"(36.235583, -86.775112)"
1810,RICVAIWN,RICHMOND HILLS DR & VAILVIEW DR WB,0,0,23,DICKERSON ROAD,-86.774882,36.234415,"(36.234415, -86.774882)"
1971,VAIBRIEM,VAILVIEW DR & BRICKDALE LN EB,0,0,23,DICKERSON ROAD,-86.771125,36.236574,"(36.236574, -86.771125)"
1972,VAIQUAEN,VAILVIEW DR & QUALYNN DR EB,0,0,23,DICKERSON ROAD,-86.770335,36.237217,"(36.237217, -86.770335)"
1973,VAIROBEN,VAILVIEW DR & ROBWOOD DR EB,0,0,23,DICKERSON ROAD,-86.769273,36.237993,"(36.237993, -86.769273)"
1970,VAISPEEM,VAILVIEW DR & SPEARS RD EB,0,0,23,DICKERSON ROAD,-86.768103,36.239673,"(36.239673, -86.768103)"
1677,OAKSTASN,OAKVIEW DR & STARLIGHT DR SB,0,0,23,DICKERSON ROAD,-86.766147,36.238116,"(36.238116, -86.766147)"
1978,VILBRIEM,VILLAGE TRL & BRICK CHURCH PIKE EB,0,1,23,DICKERSON ROAD,-86.777429,36.247281,"(36.247281, -86.777429)"
1979,VILSTAEM,VILLAGE TRL & STANDING STONE DR EB,0,0,23,DICKERSON ROAD,-86.773292,36.247457,"(36.247457, -86.773292)"
470,BRIBRIEM,BRICKMONT DR & BRICKMONT CT EB,0,0,23,DICKERSON ROAD,-86.771281,36.246297,"(36.246297, -86.771281)"
474,BRICHEEM,BRICKMONT CT & CHESAPEAKE DR EB,0,0,23,DICKERSON ROAD,-86.769877,36.246199,"(36.246199, -86.769877)"
475,BRICHEEN,BRICKMONT DR & CHESAPEAKE DR EB,0,0,23,DICKERSON ROAD,-86.769046,36.245437,"(36.245437, -86.769046)"
651,CHEWOOSN,CHESAPEAKE DR & WOOD TRL SB,0,0,23,DICKERSON ROAD,-86.767773,36.244851,"(36.244851, -86.767773)"
647,CHERAISN,CHESAPEAKE DR & RAINWOOD DR SB,0,0,23,DICKERSON ROAD,-86.767624,36.243287,"(36.243287, -86.767624)"
831,DOVCHEWN,DOVERSIDE DR & CHESAPEAKE DR WB,0,0,23,DICKERSON ROAD,-86.76779,36.241297,"(36.241297, -86.767790)"
821,DOVMOOWN,DOVERSIDE DR & MOOREWOOD DR WB,0,0,23,DICKERSON ROAD,-86.772655,36.240374,"(36.240374, -86.772655)"
1477,MOOCRISN,MOOREWOOD DR & CRISLYNNDALE DR SB,0,0,23,DICKERSON ROAD,-86.773387,36.237078,"(36.237078, -86.773387)"
1478,MOOWILSF,MOOREWOOD DR & WILMOTH RD SB,0,0,23,DICKERSON ROAD,-86.775112,36.235583,"(36.235583, -86.775112)"
1810,RICVAIWN,RICHMOND HILLS DR & VAILVIEW DR WB,0,0,23,DICKERSON ROAD,-86.774882,36.234415,"(36.234415, -86.774882)"
1971,VAIBRIEM,VAILVIEW DR & BRICKDALE LN EB,0,0,23,DICKERSON ROAD,-86.771125,36.236574,"(36.236574, -86.771125)"
1972,VAIQUAEN,VAILVIEW DR & QUALYNN DR EB,0,0,23,DICKERSON ROAD,-86.770335,36.237217,"(36.237217, -86.770335)"
1973,VAIROBEN,VAILVIEW DR & ROBWOOD DR EB,0,0,23,DICKERSON ROAD,-86.769273,36.237993,"(36.237993, -86.769273)"
1970,VAISPEEM,VAILVIEW DR & SPEARS RD EB,0,0,23,DICKERSON ROAD,-86.768103,36.239673,"(36.239673, -86.768103)"
1677,OAKSTASN,OAKVIEW DR & STARLIGHT DR SB,0,0,23,DICKERSON ROAD,-86.766147,36.238116,"(36.238116, -86.766147)"
1763,CREOAKSN,CREEKWOOD DR & OAKVIEW DR SB,0,1,23,DICKERSON ROAD,-86.766578,36.23493,"(36.234930, -86.766578)"
1764,CREOAKSM,CREEKWOOD DR & OAKVIEW DR SB,0,1,23,DICKERSON ROAD,-86.767589,36.234315,"(36.234315, -86.767589)"
1761,CREPARWN,CREEKWOOD DR & PARK CREEK DR WB,0,1,23,DICKERSON ROAD,-86.768442,36.233771,"(36.233771, -86.768442)"
1762,CREPARWM,CREEKWOOD DR & PARK CREEK DR WB,0,0,23,DICKERSON ROAD,-86.769823,36.232673,"(36.232673, -86.769823)"
1765,CRERICWN,CREEKWOOD DR & RICHMOND HILL DR WB,0,0,23,DICKERSON ROAD,-86.773243,36.23142,"(36.231420, -86.773243)"
1802,RICCRESM,RICHMOND HILL DR & CREEKWOOD DR SB,0,0,23,DICKERSON ROAD,-86.773743,36.230718,"(36.230718, -86.773743)"
2955,EWIHILEN,EWING DR & HILLHURST DR EB,0,0,23,DICKERSON ROAD,-86.770902,36.230145,"(36.230145, -86.770902)"
886,EWIRICEF,EWING DR & RICH ACRES DR EB,0,0,23,DICKERSON ROAD,-86.765423,36.230466,"(36.230466, -86.765423)"
882,EWIDICEN,EWING DR & DICKERSON PIKE EB,0,1,23,DICKERSON ROAD,-86.759713,36.229387,"(36.229387, -86.759713)"
2229,MAPLEHS,MAPLEWOOD HIGH SCHOOL,0,0,23,DICKERSON ROAD,-86.750906,36.23207,"(36.232070, -86.750906)"
765,DICEWISF,DICKERSON PIKE & EWING DR SB,1,1,23,DICKERSON ROAD,-86.759462,36.228768,"(36.228768, -86.759462)"
753,DICEWISM,DICKERSON PIKE & WING DR SB,0,0,23,DICKERSON ROAD,-86.759664,36.227777,"(36.227777, -86.759664)"
771,DICHILSF,DICKERSON PIKE & HILLHURST DR SB,0,0,23,DICKERSON ROAD,-86.760219,36.226044,"(36.226044, -86.760219)"
794,DICSUNSN,DICKERSON PIKE & SUNSET CR SB,0,0,23,DICKERSON ROAD,-86.76099,36.223911,"(36.223911, -86.760990)"
787,DICPINSM,DICKERSON PIKE & PINE RIDGE DR SB,0,0,23,DICKERSON ROAD,-86.761811,36.221537,"(36.221537, -86.761811)"
754,DICALHSF,DICKERSON PIKE & ALHAMBRA CIR SB,0,0,23,DICKERSON ROAD,-86.762485,36.219599,"(36.219599, -86.762485)"
2956,DICLORSN,DICKERSON PK & LORRAINE AVE SB,0,0,23,DICKERSON ROAD,-86.763171,36.217766,"(36.217766, -86.763171)"
2957,DICLEMSF,DICKERSON PIKE & LEMUEL RD SB,0,0,23,DICKERSON ROAD,-86.764056,36.215223,"(36.215223, -86.764056)"
2958,DICROCSF,DICKERSON PIKE & ROCK ST SB,0,0,23,DICKERSON ROAD,-86.764598,36.213706,"(36.213706, -86.764598)"
741,DICGORSF,DICKERSON PIKE & GORDON TER SB,0,0,23,DICKERSON ROAD,-86.764866,36.212823,"(36.212823, -86.764866)"
742,DICGRISN,DICKERSON PIKE & GRIZZARD AVE SB,0,1,23,DICKERSON ROAD,-86.767387,36.208387,"(36.208387, -86.767387)"
798,DICWTRSF,DICKERSON PIKE & W TRINITY LN SB,0,0,23,DICKERSON ROAD,-86.769144,36.204144,"(36.204144, -86.769144)"
767,DICGATSN,DICKERSON PIKE & GATEWOOD AVE SB,0,1,23,DICKERSON ROAD,-86.770043,36.200189,"(36.200189, -86.770043)"
777,DICLUCSN,DICKERSON PIKE & LUCILE ST SB,0,0,23,DICKERSON ROAD,-86.771895,36.196528,"(36.196528, -86.771895)"
774,DICLIGSF,DICKERSON PIKE & LIGON AVE SB,0,1,23,DICKERSON ROAD,-86.772489,36.194193,"(36.194193, -86.772489)"
790,DICRICSN,DICKERSON PIKE & RICHARDSON AVE SB,0,0,23,DICKERSON ROAD,-86.772771,36.19201,"(36.192010, -86.772771)"
764,DICEVASN,DICKERSON PIKE & EVANSON AVE SB,0,0,23,DICKERSON ROAD,-86.77296,36.190474,"(36.190474, -86.772960)"
740,DICCLESN,N DICKERSON PIKE & CLEVELAND ST SB,0,1,23,DICKERSON ROAD,-86.773355,36.187966,"(36.187966, -86.773355)"
751,DICCLESM,N DICKERSON PIKE & CLEVELAND ST SB,0,0,23,DICKERSON ROAD,-86.773625,36.185948,"(36.185948, -86.773625)"
769,DICGRASN,N DICKERSON PIKE & GRACE ST SB,0,1,23,DICKERSON ROAD,-86.773861,36.183867,"(36.183867, -86.773861)"
779,1SDICSN,N 1ST ST & DICKERSON PIKE RAMP SB,0,0,23,DICKERSON ROAD,-86.774085,36.182314,"(36.182314, -86.774085)"
1575,1SSPRSM,N 1ST ST & SPRING ST SB,0,1,23,DICKERSON ROAD,-86.774565,36.175848,"(36.175848, -86.774565)"
1574,1SOLDSM,N 1ST ST & OLDHAM ST SB,0,0,23,DICKERSON ROAD,-86.77405,36.172806,"(36.172806, -86.774050)"
1963,UNI2AWN,UNION ST & 2ND AVE WB,0,0,23,DICKERSON ROAD,-86.777565,36.166215,"(36.166215, -86.777565)"
